feature,var_event1,var_event0,min_var,flagged,note
ICD10_chap_VII,0.0,0.0003439025681164668,0.0,True,near-zero variance in event=1 stratum → possible complete separation
ICD10_chap_VIII,0.0,0.00048139732028411124,0.0,True,near-zero variance in event=1 stratum → possible complete separation
ICD10_chap_V,0.00014729709824716456,0.011744649936559718,0.00014729709824716456,True,near-zero variance in event=1 stratum → possible complete separation
ICD10_chap_XVII,0.000588927997411321,0.011122935255835143,0.000588927997411321,True,near-zero variance in event=1 stratum → possible complete separation
ICD10_chap_XV,0.000736051498606927,0.007257002795854442,0.000736051498606927,True,near-zero variance in event=1 stratum → possible complete separation
ICD10_chap_XII,0.0008831316005396438,0.0026419441828492117,0.0008831316005396438,True,near-zero variance in event=1 stratum → possible complete separation
ICD10_chap_XXI,0.0023515456604078847,0.0025734997785548434,0.0023515456604078847,False,
ICD10_chap_XXII,0.014657840645371342,0.004827166085743114,0.004827166085743114,False,
ICD10_chap_XVIII,0.005858032504832724,0.011274237710610332,0.005858032504832724,False,
ICD10_chap_XIII,0.007891938960151924,0.014857754306963525,0.007891938960151924,False,
PROC_CXR,0.008467250499083008,0.012002221983807283,0.008467250499083008,False,
ICD10_chap_IV,0.011070891567549266,0.02859719713365301,0.011070891567549266,False,
ICD10_chap_XIV,0.011358845676821484,0.014423820002812476,0.011358845676821484,False,
PROC_dialysis,0.013165993484933802,0.017600829358144342,0.013165993484933802,False,
ICD10_chap_VI,0.016369941566364454,0.02804648377343809,0.016369941566364454,False,
MED_dopamine,0.06259538683760182,0.016563155424636763,0.016563155424636763,False,
MED_albumin_inf,0.0657507708231262,0.019113752324107818,0.019113752324107818,False,
race_hispanic,0.023412876292638055,0.03491108001387807,0.023412876292638055,False,
MED_vasopressin,0.15688484876974704,0.02530947681954531,0.02530947681954531,False,
PROC_niv,0.04476523232104003,0.026198547890080717,0.026198547890080717,False,
race_asian,0.028844132439936748,0.029446832388738308,0.028844132439936748,False,
MED_epinephrine,0.08397861889364056,0.03616785291786271,0.03616785291786271,False,
LAB_Alb_std,0.05724766418176626,0.03733421680542179,0.03733421680542179,False,
MED_normal_saline,0.047672936196124296,0.09972087386078857,0.047672936196124296,False,
ICD10_chap_X,0.07936444904245168,0.05440960894534057,0.05440960894534057,False,
MED_pip_tazo,0.13033010063472694,0.06666215605149121,0.06666215605149121,False,
race_black,0.07179141866336124,0.0850038030624168,0.07179141866336124,False,
ICD10_chap_I,0.17764464041236938,0.07956136532523232,0.07956136532523232,False,
ICD10_chap_II,0.08825240108591899,0.0821646433251945,0.0821646433251945,False,
ICD10_chap_XI,0.08896263002310663,0.08260126709571876,0.08260126709571876,False,
MED_midazolam,0.18339258864352073,0.09084773956559,0.09084773956559,False,
ICD10_chap_XIX,0.10385465309103004,0.12211562069076624,0.10385465309103004,False,
ins_medicaid,0.10656244572728366,0.12513974871068176,0.10656244572728366,False,
MED_norepinephrine,0.24349155743167514,0.10841857424527221,0.10841857424527221,False,
MED_fentanyl,0.226820326590806,0.11142185455401274,0.11142185455401274,False,
MED_PRBC,0.15083256550136592,0.1203595721158697,0.1203595721158697,False,
MED_heparin,0.1467292423148933,0.18101564498350106,0.1467292423148933,False,
MED_furosemide,0.15127118780462373,0.15773060497286473,0.15127118780462373,False,
PROC_invasive_vent,0.15866033274858946,0.20956323061586735,0.15866033274858946,False,
PROC_CVC,0.22062666141451048,0.16989101151503433,0.16989101151503433,False,
MED_insulin,0.18103264031373828,0.21301414642438202,0.18103264031373828,False,
MED_vancomycin,0.2412703259865009,0.20089290809553262,0.20089290809553262,False,
ICD10_chap_IX,0.20808080387239467,0.23806089128917973,0.20808080387239467,False,
race_white,0.2440453870410721,0.2225796968763932,0.2225796968763932,False,
