feature,var_event1,var_event0,min_var,flagged,note
Celltype_adeno,0.16313976377952755,0.1111111111111111,0.1111111111111111,False,
Celltype_large,0.16313976377952755,0.1111111111111111,0.1111111111111111,False,
Celltype_squamous,0.18497785433070865,0.2777777777777778,0.18497785433070865,False,
Prior_therapy_no,0.20712352362204725,0.25,0.20712352362204725,False,
Prior_therapy_yes,0.20712352362204725,0.25,0.20712352362204725,False,
Celltype_smallcell,0.2297613188976378,0.25,0.2297613188976378,False,
Treatment_standard,0.25196850393700787,0.2777777777777778,0.25196850393700787,False,
Treatment_test,0.25196850393700787,0.2777777777777778,0.25196850393700787,False,
Months_from_Diagnosis,117.87444635826772,38.444444444444436,38.444444444444436,False,
Age_in_years,111.70072588582677,106.02777777777777,106.02777777777777,False,
Karnofsky_score,396.0245447834646,354.0,354.0,False,
